timeMillis,iso8601,bpm
1709433300000,2024-03-03T02:35:00Z,66
1709433600000,2024-03-03T02:40:00Z,63
1709433900000,2024-03-03T02:45:00Z,68
1709434200000,2024-03-03T02:50:00Z,72
1709434500000,2024-03-03T02:55:00Z,66
1709434800000,2024-03-03T03:00:00Z,64
1709435100000,2024-03-03T03:05:00Z,66
1709435400000,2024-03-03T03:10:00Z,69
1709435700000,2024-03-03T03:15:00Z,68
1709436000000,2024-03-03T03:20:00Z,64
1709436300000,2024-03-03T03:25:00Z,68
1709436600000,2024-03-03T03:30:00Z,69
1709436900000,2024-03-03T03:35:00Z,69
1709437200000,2024-03-03T03:40:00Z,68
1709437500000,2024-03-03T03:45:00Z,64
1709437800000,2024-03-03T03:50:00Z,63
1709438100000,2024-03-03T03:55:00Z,62
1709438400000,2024-03-03T04:00:00Z,67
1709438700000,2024-03-03T04:05:00Z,69
1709439000000,2024-03-03T04:10:00Z,65
1709439300000,2024-03-03T04:15:00Z,72
1709439600000,2024-03-03T04:20:00Z,69
1709439900000,2024-03-03T04:25:00Z,65
1709440200000,2024-03-03T04:30:00Z,72
1709440500000,2024-03-03T04:35:00Z,61
1709440800000,2024-03-03T04:40:00Z,70
1709441100000,2024-03-03T04:45:00Z,71
1709441400000,2024-03-03T04:50:00Z,60
1709441700000,2024-03-03T04:55:00Z,61
1709442000000,2024-03-03T05:00:00Z,61
1709442300000,2024-03-03T05:05:00Z,69
1709442600000,2024-03-03T05:10:00Z,69
1709442900000,2024-03-03T05:15:00Z,66
1709443200000,2024-03-03T05:20:00Z,71
1709443500000,2024-03-03T05:25:00Z,70
1709443800000,2024-03-03T05:30:00Z,60
1709444100000,2024-03-03T05:35:00Z,63
1709444400000,2024-03-03T05:40:00Z,69
1709444700000,2024-03-03T05:45:00Z,60
1709445000000,2024-03-03T05:50:00Z,69
1709445300000,2024-03-03T05:55:00Z,62
1709445600000,2024-03-03T06:00:00Z,77
1709445900000,2024-03-03T06:05:00Z,80
1709446200000,2024-03-03T06:10:00Z,87
1709446500000,2024-03-03T06:15:00Z,72
1709446800000,2024-03-03T06:20:00Z,89
1709447100000,2024-03-03T06:25:00Z,72
1709447400000,2024-03-03T06:30:00Z,73
1709447700000,2024-03-03T06:35:00Z,70
1709448000000,2024-03-03T06:40:00Z,89
1709448300000,2024-03-03T06:45:00Z,89
1709448600000,2024-03-03T06:50:00Z,74
1709448900000,2024-03-03T06:55:00Z,86
1709449200000,2024-03-03T07:00:00Z,71
1709449500000,2024-03-03T07:05:00Z,87
1709449800000,2024-03-03T07:10:00Z,77
1709450100000,2024-03-03T07:15:00Z,79
1709450400000,2024-03-03T07:20:00Z,89
1709450700000,2024-03-03T07:25:00Z,79
1709451000000,2024-03-03T07:30:00Z,70
1709451300000,2024-03-03T07:35:00Z,79
1709451600000,2024-03-03T07:40:00Z,74
1709451900000,2024-03-03T07:45:00Z,71
1709452200000,2024-03-03T07:50:00Z,84
1709452500000,2024-03-03T07:55:00Z,86
1709452800000,2024-03-03T08:00:00Z,81
1709453100000,2024-03-03T08:05:00Z,78
1709453400000,2024-03-03T08:10:00Z,86
1709453700000,2024-03-03T08:15:00Z,82
1709454000000,2024-03-03T08:20:00Z,87
1709454300000,2024-03-03T08:25:00Z,72
1709454600000,2024-03-03T08:30:00Z,75
1709454900000,2024-03-03T08:35:00Z,86
1709455200000,2024-03-03T08:40:00Z,71
1709455500000,2024-03-03T08:45:00Z,89
1709455800000,2024-03-03T08:50:00Z,87
1709456100000,2024-03-03T08:55:00Z,77
1709456400000,2024-03-03T09:00:00Z,74
1709456700000,2024-03-03T09:05:00Z,82
1709457000000,2024-03-03T09:10:00Z,72
1709457300000,2024-03-03T09:15:00Z,73
1709457600000,2024-03-03T09:20:00Z,73
1709457900000,2024-03-03T09:25:00Z,82
1709458200000,2024-03-03T09:30:00Z,83
1709458500000,2024-03-03T09:35:00Z,81
1709458800000,2024-03-03T09:40:00Z,71
1709459100000,2024-03-03T09:45:00Z,80
1709459400000,2024-03-03T09:50:00Z,87
1709459700000,2024-03-03T09:55:00Z,74
1709460000000,2024-03-03T10:00:00Z,73
1709460300000,2024-03-03T10:05:00Z,74
1709460600000,2024-03-03T10:10:00Z,90
1709460900000,2024-03-03T10:15:00Z,80
1709461200000,2024-03-03T10:20:00Z,75
1709461500000,2024-03-03T10:25:00Z,70
1709461800000,2024-03-03T10:30:00Z,89
1709462100000,2024-03-03T10:35:00Z,89
1709462400000,2024-03-03T10:40:00Z,70
1709462700000,2024-03-03T10:45:00Z,89
1709463000000,2024-03-03T10:50:00Z,77
1709463300000,2024-03-03T10:55:00Z,82
1709463600000,2024-03-03T11:00:00Z,73
1709463900000,2024-03-03T11:05:00Z,74
1709464200000,2024-03-03T11:10:00Z,79
1709464500000,2024-03-03T11:15:00Z,77
1709464800000,2024-03-03T11:20:00Z,87
1709465100000,2024-03-03T11:25:00Z,87
1709465400000,2024-03-03T11:30:00Z,81
1709465700000,2024-03-03T11:35:00Z,87
1709466000000,2024-03-03T11:40:00Z,82
1709466300000,2024-03-03T11:45:00Z,82
1709466600000,2024-03-03T11:50:00Z,73
1709466900000,2024-03-03T11:55:00Z,84
1709467200000,2024-03-03T12:00:00Z,75
1709467500000,2024-03-03T12:05:00Z,95
1709467800000,2024-03-03T12:10:00Z,89
1709468100000,2024-03-03T12:15:00Z,93
1709468400000,2024-03-03T12:20:00Z,110
1709468700000,2024-03-03T12:25:00Z,94
1709469000000,2024-03-03T12:30:00Z,84
1709469300000,2024-03-03T12:35:00Z,108
1709469600000,2024-03-03T12:40:00Z,96
1709469900000,2024-03-03T12:45:00Z,98
1709470200000,2024-03-03T12:50:00Z,110
1709470500000,2024-03-03T12:55:00Z,85
1709470800000,2024-03-03T13:00:00Z,94
1709471100000,2024-03-03T13:05:00Z,96
1709471400000,2024-03-03T13:10:00Z,102
1709471700000,2024-03-03T13:15:00Z,106
1709472000000,2024-03-03T13:20:00Z,103
1709472300000,2024-03-03T13:25:00Z,108
1709472600000,2024-03-03T13:30:00Z,86
1709472900000,2024-03-03T13:35:00Z,105
1709473200000,2024-03-03T13:40:00Z,93
1709473500000,2024-03-03T13:45:00Z,106
1709473800000,2024-03-03T13:50:00Z,82
1709474100000,2024-03-03T13:55:00Z,102
1709474400000,2024-03-03T14:00:00Z,75
1709474700000,2024-03-03T14:05:00Z,80
1709475000000,2024-03-03T14:10:00Z,96
1709475300000,2024-03-03T14:15:00Z,98
1709475600000,2024-03-03T14:20:00Z,100
1709475900000,2024-03-03T14:25:00Z,93
1709476200000,2024-03-03T14:30:00Z,103
1709476500000,2024-03-03T14:35:00Z,99
1709476800000,2024-03-03T14:40:00Z,83
1709477100000,2024-03-03T14:45:00Z,108
1709477400000,2024-03-03T14:50:00Z,84
1709477700000,2024-03-03T14:55:00Z,99
1709478000000,2024-03-03T15:00:00Z,89
1709478300000,2024-03-03T15:05:00Z,100
1709478600000,2024-03-03T15:10:00Z,80
1709478900000,2024-03-03T15:15:00Z,106
1709479200000,2024-03-03T15:20:00Z,107
1709479500000,2024-03-03T15:25:00Z,84
1709479800000,2024-03-03T15:30:00Z,76
1709480100000,2024-03-03T15:35:00Z,92
1709480400000,2024-03-03T15:40:00Z,97
1709480700000,2024-03-03T15:45:00Z,86
1709481000000,2024-03-03T15:50:00Z,79
1709481300000,2024-03-03T15:55:00Z,88
1709481600000,2024-03-03T16:00:00Z,104
1709481900000,2024-03-03T16:05:00Z,89
1709482200000,2024-03-03T16:10:00Z,76
1709482500000,2024-03-03T16:15:00Z,101
1709482800000,2024-03-03T16:20:00Z,96
1709483100000,2024-03-03T16:25:00Z,93
1709483400000,2024-03-03T16:30:00Z,81
1709483700000,2024-03-03T16:35:00Z,89
1709484000000,2024-03-03T16:40:00Z,103
1709484300000,2024-03-03T16:45:00Z,108
1709484600000,2024-03-03T16:50:00Z,96
1709484900000,2024-03-03T16:55:00Z,102
1709485200000,2024-03-03T17:00:00Z,90
1709485500000,2024-03-03T17:05:00Z,106
1709485800000,2024-03-03T17:10:00Z,107
1709486100000,2024-03-03T17:15:00Z,87
1709486400000,2024-03-03T17:20:00Z,104
1709486700000,2024-03-03T17:25:00Z,91
1709487000000,2024-03-03T17:30:00Z,95
1709487300000,2024-03-03T17:35:00Z,100
1709487600000,2024-03-03T17:40:00Z,109
1709487900000,2024-03-03T17:45:00Z,86
1709488200000,2024-03-03T17:50:00Z,95
1709488500000,2024-03-03T17:55:00Z,80
1709488800000,2024-03-03T18:00:00Z,80
1709489100000,2024-03-03T18:05:00Z,66
1709489400000,2024-03-03T18:10:00Z,65
1709489700000,2024-03-03T18:15:00Z,73
1709490000000,2024-03-03T18:20:00Z,75
1709490300000,2024-03-03T18:25:00Z,81
1709490600000,2024-03-03T18:30:00Z,80
1709490900000,2024-03-03T18:35:00Z,80
1709491200000,2024-03-03T18:40:00Z,79
1709491500000,2024-03-03T18:45:00Z,77
1709491800000,2024-03-03T18:50:00Z,75
1709492100000,2024-03-03T18:55:00Z,70
1709492400000,2024-03-03T19:00:00Z,66
1709492700000,2024-03-03T19:05:00Z,74
1709493000000,2024-03-03T19:10:00Z,66
1709493300000,2024-03-03T19:15:00Z,79
1709493600000,2024-03-03T19:20:00Z,73
1709493900000,2024-03-03T19:25:00Z,65
1709494200000,2024-03-03T19:30:00Z,72
1709494500000,2024-03-03T19:35:00Z,74
1709494800000,2024-03-03T19:40:00Z,65
1709495100000,2024-03-03T19:45:00Z,65
1709495400000,2024-03-03T19:50:00Z,83
1709495700000,2024-03-03T19:55:00Z,81
1709496000000,2024-03-03T20:00:00Z,73
1709496300000,2024-03-03T20:05:00Z,65
1709496600000,2024-03-03T20:10:00Z,78
1709496900000,2024-03-03T20:15:00Z,76
1709497200000,2024-03-03T20:20:00Z,81
1709497500000,2024-03-03T20:25:00Z,79
1709497800000,2024-03-03T20:30:00Z,85
1709498100000,2024-03-03T20:35:00Z,73
1709498400000,2024-03-03T20:40:00Z,72
1709498700000,2024-03-03T20:45:00Z,73
1709499000000,2024-03-03T20:50:00Z,69
1709499300000,2024-03-03T20:55:00Z,77
1709499600000,2024-03-03T21:00:00Z,73
1709499900000,2024-03-03T21:05:00Z,74
1709500200000,2024-03-03T21:10:00Z,66
1709500500000,2024-03-03T21:15:00Z,83
1709500800000,2024-03-03T21:20:00Z,73
1709501100000,2024-03-03T21:25:00Z,65
1709501400000,2024-03-03T21:30:00Z,72
1709501700000,2024-03-03T21:35:00Z,81
1709502000000,2024-03-03T21:40:00Z,67
1709502300000,2024-03-03T21:45:00Z,66
1709502600000,2024-03-03T21:50:00Z,78
1709502900000,2024-03-03T21:55:00Z,85
1709503200000,2024-03-03T22:00:00Z,65
1709503500000,2024-03-03T22:05:00Z,74
1709503800000,2024-03-03T22:10:00Z,73
1709504100000,2024-03-03T22:15:00Z,71
1709504400000,2024-03-03T22:20:00Z,79
1709504700000,2024-03-03T22:25:00Z,68
1709505000000,2024-03-03T22:30:00Z,74
1709505300000,2024-03-03T22:35:00Z,77
1709505600000,2024-03-03T22:40:00Z,73
1709505900000,2024-03-03T22:45:00Z,67
1709506200000,2024-03-03T22:50:00Z,78
1709506500000,2024-03-03T22:55:00Z,73
1709506800000,2024-03-03T23:00:00Z,71
1709507100000,2024-03-03T23:05:00Z,65
1709507400000,2024-03-03T23:10:00Z,70
1709507700000,2024-03-03T23:15:00Z,80
1709508000000,2024-03-03T23:20:00Z,76
1709508300000,2024-03-03T23:25:00Z,70
1709508600000,2024-03-03T23:30:00Z,74
1709508900000,2024-03-03T23:35:00Z,78
1709509200000,2024-03-03T23:40:00Z,66
1709509500000,2024-03-03T23:45:00Z,79
1709509800000,2024-03-03T23:50:00Z,80
1709510100000,2024-03-03T23:55:00Z,71
